context,question,choices,answer
"Luật Khám bệnh, chữa bệnh: Quyền và trách nhiệm của tổ chức, cá nhân có kỹ thuật mới, phương pháp mới, thiết bị y tế phải thử nghiệm lâm sàng
1. Tổ chức, cá nhân có kỹ thuật mới... có quyền sau đây:
a) Lựa chọn cơ sở đáp ứng yêu cầu về cơ sở vật chất và nhân lực để thử nghiệm lâm sàng;
b) Sở hữu toàn bộ kết quả thử nghiệm lâm sàng.
2. Tổ chức, cá nhân có kỹ thuật mới... có trách nhiệm sau đây:
a) Bồi thường thiệt hại... nếu có rủi ro xảy ra do thử nghiệm lâm sàng;
b) Giao kết hợp đồng bằng văn bản... với cơ sở nhận thử nghiệm lâm sàng;
c) Chịu trách nhiệm trước pháp luật... về chất lượng và tính an toàn của kỹ thuật mới...","Điều nào sau đây không phải là trách nhiệm của tổ chức, cá nhân có kỹ thuật mới theo Luật Khám bệnh, chữa bệnh?","{'A': 'Bồi thường thiệt hại cho người tham gia thử nghiệm', 'B': 'Cung cấp tài liệu kỹ thuật cho cơ sở thử nghiệm', 'C': 'Không cần kiểm tra chất lượng thiết bị y tế', 'D': 'Chịu trách nhiệm về tính an toàn của kỹ thuật mới'}",C
"Luật Khám bệnh, chữa bệnh: Quyền và trách nhiệm của tổ chức, cá nhân có kỹ thuật mới, phương pháp mới, thiết bị y tế phải thử nghiệm lâm sàng
1. Tổ chức, cá nhân có kỹ thuật mới... có quyền sau đây:
a) Lựa chọn cơ sở đáp ứng yêu cầu về cơ sở vật chất và nhân lực để thử nghiệm lâm sàng;
b) Sở hữu toàn bộ kết quả thử nghiệm lâm sàng.
2. Tổ chức, cá nhân có kỹ thuật mới... có trách nhiệm sau đây:
a) Bồi thường thiệt hại... nếu có rủi ro xảy ra do thử nghiệm lâm sàng;
b) Giao kết hợp đồng bằng văn bản... với cơ sở nhận thử nghiệm lâm sàng;
c) Chịu trách nhiệm trước pháp luật... về chất lượng và tính an toàn của kỹ thuật mới...","Nếu một thiết bị y tế mới gây tổn hại cho người tham gia thử nghiệm, ai phải chịu trách nhiệm pháp lý?","{'A': 'Người tham gia thử nghiệm', 'B': 'Cơ sở thực hiện thử nghiệm', 'C': 'Tổ chức, cá nhân cung cấp thiết bị y tế', 'D': 'Cơ quan quản lý y tế'}",C
"Luật Tố tụng hành chính
Lấy lời khai của người làm chứng
1. Theo yêu cầu của đương sự hoặc khi xét thấy cần thiết, Thẩm phán tiến hành lấy lời khai của người làm chứng.
2. Thủ tục lấy lời khai của người làm chứng được tiến hành như việc lấy lời khai của đương sự theo quy định tại Điều 85 của Luật này.","Theo quy định tại Điều 86 Luật Tố tụng hành chính, thẩm phán được tiến hành lấy lời khai của người làm chứng khi nào?","{'A': 'Khi có yêu cầu của người khởi kiện', 'B': 'Theo yêu cầu của đương sự hoặc khi xét thấy cần thiết', 'C': 'Khi có sự đồng ý của người làm chứng', 'D': 'Khi vụ việc có tính chất phức tạp'}",B
"Luật Tố tụng hành chính
Lấy lời khai của người làm chứng
1. Theo yêu cầu của đương sự hoặc khi xét thấy cần thiết, Thẩm phán tiến hành lấy lời khai của người làm chứng.
2. Thủ tục lấy lời khai của người làm chứng được tiến hành như việc lấy lời khai của đương sự theo quy định tại Điều 85 của Luật này.",Thủ tục lấy lời khai của người làm chứng được quy định như thế nào theo Điều 86?,"{'A': 'Tương tự như thủ tục lấy lời khai của đương sự', 'B': 'Được quy định riêng biệt trong Luật này', 'C': 'Theo quy định của Bộ luật Dân sự', 'D': 'Theo quy định của Tòa án nhân dân cấp tỉnh'}",A
"Luật Tố tụng hành chính
Lấy lời khai của người làm chứng
1. Theo yêu cầu của đương sự hoặc khi xét thấy cần thiết, Thẩm phán tiến hành lấy lời khai của người làm chứng.
2. Thủ tục lấy lời khai của người làm chứng được tiến hành như việc lấy lời khai của đương sự theo quy định tại Điều 85 của Luật này.",Trong trường hợp nào thẩm phán phải tiến hành lấy lời khai của người làm chứng?,"{'A': 'Khi người làm chứng yêu cầu', 'B': 'Khi vụ việc liên quan đến người làm chứng', 'C': 'Theo yêu cầu của đương sự hoặc khi xét thấy cần thiết', 'D': 'Khi có sự chứng kiến của người làm chứng'}",C
"Luật Tố tụng hành chính
Lấy lời khai của người làm chứng
1. Theo yêu cầu của đương sự hoặc khi xét thấy cần thiết, Thẩm phán tiến hành lấy lời khai của người làm chứng.
2. Thủ tục lấy lời khai của người làm chứng được tiến hành như việc lấy lời khai của đương sự theo quy định tại Điều 85 của Luật này.","So sánh thủ tục lấy lời khai của người làm chứng với đương sự theo Điều 86, điều nào là chính xác?","{'A': 'Thủ tục lấy lời khai của người làm chứng đơn giản hơn', 'B': 'Thủ tục lấy lời khai của người làm chứng phức tạp hơn', 'C': 'Thủ tục lấy lời khai của người làm chứng được quy định như đương sự', 'D': 'Thủ tục lấy lời khai của người làm chứng không có quy định cụ thể'}",C
Luật Trọng tài thương mại: Sửa chữa và giải thích phán quyết; phán quyết bổ sung,"Theo Điều 115 Luật Trọng tài thương mại, thời hạn để một bên yêu cầu Hội đồng trọng tài sửa chữa lỗi chính tả hoặc số liệu sai trong phán quyết là bao lâu?","{'A': '30 ngày kể từ ngày nhận được phán quyết', 'B': '60 ngày kể từ ngày nhận được phán quyết', 'C': '15 ngày kể từ ngày nhận được phán quyết', 'D': '45 ngày kể từ ngày nhận được phán quyết'}",A
Luật Trọng tài thương mại: Sửa chữa và giải thích phán quyết; phán quyết bổ sung,Nội dung giải thích của Hội đồng trọng tài khi được yêu cầu giải thích phán quyết được coi là gì?,"{'A': 'Một phần của phán quyết', 'B': 'Một văn bản pháp lý độc lập', 'C': 'Một thỏa thuận giữa các bên', 'D': 'Một quyết định bổ sung'}",A
Luật Trọng tài thương mại: Sửa chữa và giải thích phán quyết; phán quyết bổ sung,Trường hợp nào cho phép Hội đồng trọng tài chủ động sửa chữa lỗi trong phán quyết?,"{'A': 'Khi các bên yêu cầu', 'B': 'Khi có sự nhầm lẫn trong phán quyết', 'C': 'Trong thời hạn 30 ngày kể từ ngày ban hành phán quyết', 'D': 'Khi có sự thỏa thuận của các bên'}",C
Luật Trọng tài thương mại: Sửa chữa và giải thích phán quyết; phán quyết bổ sung,Thời hạn để Hội đồng trọng tài ra phán quyết bổ sung khi các bên không có thỏa thuận khác là bao lâu?,"{'A': '30 ngày kể từ ngày nhận được phán quyết', 'B': '45 ngày kể từ ngày nhận được phán quyết', 'C': '60 ngày kể từ ngày nhận được phán quyết', 'D': '30 ngày kể từ ngày ban hành phán quyết'}",B
Luật Trọng tài thương mại: Sửa chữa và giải thích phán quyết; phán quyết bổ sung,"Trường hợp nào cho phép Hội đồng trọng tài gia hạn thời hạn sửa chữa, giải thích hoặc ra phán quyết bổ sung?","{'A': 'Khi các bên có thỏa thuận khác', 'B': 'Khi có sự yêu cầu của một bên', 'C': 'Trường hợp cần thiết', 'D': 'Khi có sự đồng ý của Tòa án'}",C
"Luật Trồng trọt: Cơ giới hóa trong canh tác phải hướng tới đồng bộ, từng bước hiện đại. Việc đầu tư, cải tạo cơ sở hạ tầng trên đồng ruộng phải bảo đảm điều kiện để thực hiện cơ giới hóa. Tổ chức, cá nhân khi lập kế hoạch sản xuất, xác định cơ cấu cây trồng, thời vụ phải bảo đảm điều kiện để thực hiện cơ giới hóa. Thiết bị, máy móc sử dụng trong canh tác phải được lựa chọn phù hợp với điều kiện thực tế đồng ruộng, quy mô, tính chất và trình độ canh tác.",Mục tiêu của cơ giới hóa trong canh tác theo quy định của Luật Trồng trọt là gì?,"{'A': 'Tăng hiệu quả sản xuất và đảm bảo an toàn lao động', 'B': 'Hướng tới đồng bộ, từng bước hiện đại', 'C': 'Giảm chi phí sản xuất và nâng cao chất lượng sản phẩm', 'D': 'Đảm bảo điều kiện về cơ sở hạ tầng'}",B
"Luật Trồng trọt: Cơ giới hóa trong canh tác phải hướng tới đồng bộ, từng bước hiện đại. Việc đầu tư, cải tạo cơ sở hạ tầng trên đồng ruộng phải bảo đảm điều kiện để thực hiện cơ giới hóa. Tổ chức, cá nhân khi lập kế hoạch sản xuất, xác định cơ cấu cây trồng, thời vụ phải bảo đảm điều kiện để thực hiện cơ giới hóa. Thiết bị, máy móc sử dụng trong canh tác phải được lựa chọn phù hợp với điều kiện thực tế đồng ruộng, quy mô, tính chất và trình độ canh tác.",Việc đầu tư cải tạo cơ sở hạ tầng trên đồng ruộng nhằm mục đích gì?,"{'A': 'Nâng cao năng suất lao động', 'B': 'Đảm bảo điều kiện thực hiện cơ giới hóa', 'C': 'Giảm thiểu ô nhiễm môi trường', 'D': 'Tăng cường khả năng chống chịu thiên tai'}",B
"Luật Trồng trọt: Cơ giới hóa trong canh tác phải hướng tới đồng bộ, từng bước hiện đại. Việc đầu tư, cải tạo cơ sở hạ tầng trên đồng ruộng phải bảo đảm điều kiện để thực hiện cơ giới hóa. Tổ chức, cá nhân khi lập kế hoạch sản xuất, xác định cơ cấu cây trồng, thời vụ phải bảo đảm điều kiện để thực hiện cơ giới hóa. Thiết bị, máy móc sử dụng trong canh tác phải được lựa chọn phù hợp với điều kiện thực tế đồng ruộng, quy mô, tính chất và trình độ canh tác.","Tổ chức, cá nhân nào phải đảm bảo điều kiện để thực hiện cơ giới hóa?","{'A': 'Cơ quan quản lý nhà nước về nông nghiệp', 'B': 'Tổ chức, cá nhân khi lập kế hoạch sản xuất', 'C': 'Cơ sở sản xuất nông nghiệp', 'D': 'Ngân hàng và doanh nghiệp cung cấp thiết bị'}",B
"Luật Trồng trọt: Cơ giới hóa trong canh tác phải hướng tới đồng bộ, từng bước hiện đại. Việc đầu tư, cải tạo cơ sở hạ tầng trên đồng ruộng phải bảo đảm điều kiện để thực hiện cơ giới hóa. Tổ chức, cá nhân khi lập kế hoạch sản xuất, xác định cơ cấu cây trồng, thời vụ phải bảo đảm điều kiện để thực hiện cơ giới hóa. Thiết bị, máy móc sử dụng trong canh tác phải được lựa chọn phù hợp với điều kiện thực tế đồng ruộng, quy mô, tính chất và trình độ canh tác.","Thiết bị, máy móc trong canh tác phải được lựa chọn dựa trên yếu tố nào?","{'A': 'Giá thành và thương hiệu thiết bị', 'B': 'Điều kiện thực tế đồng ruộng, quy mô, tính chất và trình độ canh tác', 'C': 'Nhu cầu của thị trường', 'D': 'Chính sách hỗ trợ từ nhà nước'}",B
"Luật Trồng trọt: Cơ giới hóa trong canh tác phải hướng tới đồng bộ, từng bước hiện đại. Việc đầu tư, cải tạo cơ sở hạ tầng trên đồng ruộng phải bảo đảm điều kiện để thực hiện cơ giới hóa. Tổ chức, cá nhân khi lập kế hoạch sản xuất, xác định cơ cấu cây trồng, thời vụ phải bảo đảm điều kiện để thực hiện cơ giới hóa. Thiết bị, máy móc sử dụng trong canh tác phải được lựa chọn phù hợp với điều kiện thực tế đồng ruộng, quy mô, tính chất và trình độ canh tác.","Một nông dân muốn áp dụng cơ giới hóa, bước đầu tiên cần thực hiện là gì?","{'A': 'Đầu tư mua sắm thiết bị máy móc', 'B': 'Lập kế hoạch sản xuất và xác định cơ cấu cây trồng', 'C': 'Xây dựng cơ sở hạ tầng đồng ruộng', 'D': 'Đào tạo kỹ thuật viên vận hành máy móc'}",B
"Luật Tài nguyên nước, Điều 38 về Ngưỡng khai thác nước dưới đất",Ngưỡng khai thác nước dưới đất là căn cứ để xem xét trong quá trình thẩm định và quyết định nhiệm vụ nào sau đây?,"{'A': 'Quy hoạch về tài nguyên nước', 'B': 'Phương án điều hòa tài nguyên nước', 'C': 'Cấp phép khai thác nước dưới đất', 'D': 'Tất cả các nhiệm vụ nêu tại điểm a, b, c, d khoản 1 Điều này'}",D
"Luật Tài nguyên nước, Điều 38 về Ngưỡng khai thác nước dưới đất",Các yếu tố nào được sử dụng để xác định ngưỡng khai thác nước dưới đất?,"{'A': 'Đặc điểm nguồn nước và nhu cầu khai thác', 'B': 'Yêu cầu bảo vệ nguồn nước và phát triển kinh tế - xã hội', 'C': 'Hiện trạng sử dụng tài nguyên nước', 'D': 'Tất cả các yếu tố nêu tại A, B, C'}",D
"Luật Tài nguyên nước, Điều 38 về Ngưỡng khai thác nước dưới đất",Yêu cầu nào sau đây không phải là điều kiện để xác định ngưỡng khai thác nước dưới đất?,"{'A': 'Thực hiện đối với từng khu vực, tầng chứa nước', 'B': 'Bảo vệ nguồn nước dưới đất và hài hòa quyền lợi các bên liên quan', 'C': 'Cân bằng giữa lượng khai thác và lượng nước bổ cập hằng năm', 'D': 'Đảm bảo lợi ích của doanh nghiệp khai thác nước'}",D
"Luật Tài nguyên nước, Điều 38 về Ngưỡng khai thác nước dưới đất",Chính phủ có vai trò gì trong việc quy định ngưỡng khai thác nước dưới đất?,"{'A': 'Quy định chi tiết Điều này', 'B': 'Ban hành quy hoạch tỉnh', 'C': 'Phê duyệt phương án điều hòa tài nguyên nước', 'D': 'Quy định các tiêu chí đánh giá ngưỡng khai thác'}",A
"Luật Tài nguyên nước, Điều 38 về Ngưỡng khai thác nước dưới đất",Mục đích chính của việc xác định ngưỡng khai thác nước dưới đất là gì?,"{'A': 'Bảo vệ nguồn nước dưới đất và phát triển bền vững', 'B': 'Tối đa hóa lợi ích kinh tế từ khai thác nước', 'C': 'Đảm bảo cân bằng giữa khai thác và bổ cập nước', 'D': 'Thực hiện các nhiệm vụ quy hoạch tỉnh'}",C
"Luật Bảo vệ môi trường: Xây dựng, thẩm định, ban hành quy chuẩn kỹ thuật môi trường","Theo Luật Bảo vệ môi trường, cơ quan nào có trách nhiệm xây dựng và ban hành quy chuẩn kỹ thuật môi trường quốc gia?","{'A': 'Bộ Giao thông vận tải', 'B': 'Bộ Tài nguyên và Môi trường', 'C': 'Bộ Khoa học và Công nghệ', 'D': 'Ủy ban nhân dân cấp tỉnh'}",B
"Luật Bảo vệ môi trường: Xây dựng, thẩm định, ban hành quy chuẩn kỹ thuật môi trường","Trường hợp chất lượng môi trường xung quanh không đạt tiêu chuẩn, cơ quan nào phải ban hành quy chuẩn kỹ thuật môi trường địa phương?","{'A': 'Bộ Tài nguyên và Môi trường', 'B': 'Bộ Khoa học và Công nghệ', 'C': 'Ủy ban nhân dân cấp tỉnh', 'D': 'Bộ Giao thông vận tải'}",C
"Luật Bảo vệ môi trường: Xây dựng, thẩm định, ban hành quy chuẩn kỹ thuật môi trường",Cơ quan nào chịu trách nhiệm thẩm định quy chuẩn kỹ thuật môi trường theo quy định pháp luật?,"{'A': 'Bộ Tài nguyên và Môi trường', 'B': 'Bộ Giao thông vận tải', 'C': 'Bộ Khoa học và Công nghệ', 'D': 'Ủy ban nhân dân cấp tỉnh'}",C
"Luật Bảo vệ môi trường: Xây dựng, thẩm định, ban hành quy chuẩn kỹ thuật môi trường",Trong trường hợp nào Bộ Tài nguyên và Môi trường phải phối hợp với Bộ Giao thông vận tải để trình Thủ tướng Chính phủ?,"{'A': 'Khi xây dựng quy chuẩn kỹ thuật môi trường địa phương', 'B': 'Khi ban hành quy chuẩn kỹ thuật môi trường quốc gia', 'C': 'Khi trình lộ trình áp dụng tiêu chuẩn khí thải phương tiện giao thông', 'D': 'Khi thẩm định quy chuẩn kỹ thuật môi trường'}",C
"Luật Bảo vệ môi trường: Xây dựng, thẩm định, ban hành quy chuẩn kỹ thuật môi trường","Nếu chất lượng môi trường xung quanh không đạt mục tiêu bảo vệ, thời hạn tối đa để ban hành quy chuẩn kỹ thuật môi trường địa phương là bao lâu?","{'A': '06 tháng', 'B': '12 tháng', 'C': '18 tháng', 'D': '02 năm'}",D
"Bộ luật dân sự
Biện pháp bảo vệ quyền sở hữu, quyền khác đối với tài sản
1. Chủ sở hữu, chủ thể có quyền khác đối với tài sản có quyền tự bảo vệ, ngăn chặn bất kỳ người nào có hành vi xâm phạm quyền của mình bằng những biện pháp không trái với quy định của pháp luật.
2. Chủ sở hữu, chủ thể có quyền khác đối với tài sản có quyền yêu cầu Tòa án, cơ quan nhà nước có thẩm quyền khác buộc người có hành vi xâm phạm quyền phải trả lại tài sản, chấm dứt hành vi cản trở trái pháp luật việc thực hiện quyền sở hữu, quyền khác đối với tài sản và yêu cầu bồi thường thiệt hại.","Theo Điều 1 của Bộ luật dân sự, chủ sở hữu tài sản có quyền thực hiện biện pháp nào để bảo vệ quyền của mình?","{'A': 'Tự bảo vệ bằng biện pháp không trái pháp luật', 'B': 'Yêu cầu cơ quan công an can thiệp', 'C': 'Tự ý bán tài sản để tránh xâm phạm', 'D': 'Tự ý đe dọa người xâm phạm'}",A
"Bộ luật dân sự
Biện pháp bảo vệ quyền sở hữu, quyền khác đối với tài sản
1. Chủ sở hữu, chủ thể có quyền khác đối với tài sản có quyền tự bảo vệ, ngăn chặn bất kỳ người nào có hành vi xâm phạm quyền của mình bằng những biện pháp không trái với quy định của pháp luật.
2. Chủ sở hữu, chủ thể có quyền khác đối với tài sản có quyền yêu cầu Tòa án, cơ quan nhà nước có thẩm quyền khác buộc người có hành vi xâm phạm quyền phải trả lại tài sản, chấm dứt hành vi cản trở trái pháp luật việc thực hiện quyền sở hữu, quyền khác đối với tài sản và yêu cầu bồi thường thiệt hại.",Chủ sở hữu tài sản có thể yêu cầu cơ quan nào để buộc người xâm phạm thực hiện nghĩa vụ pháp lý?,"{'A': 'Cơ quan thuế', 'B': 'Tòa án hoặc cơ quan nhà nước có thẩm quyền', 'C': 'Công ty luật', 'D': 'Bộ Công an'}",B
"Bộ luật dân sự
Biện pháp bảo vệ quyền sở hữu, quyền khác đối với tài sản
1. Chủ sở hữu, chủ thể có quyền khác đối với tài sản có quyền tự bảo vệ, ngăn chặn bất kỳ người nào có hành vi xâm phạm quyền của mình bằng những biện pháp không trái với quy định của pháp luật.
2. Chủ sở hữu, chủ thể có quyền khác đối với tài sản có quyền yêu cầu Tòa án, cơ quan nhà nước có thẩm quyền khác buộc người có hành vi xâm phạm quyền phải trả lại tài sản, chấm dứt hành vi cản trở trái pháp luật việc thực hiện quyền sở hữu, quyền khác đối với tài sản và yêu cầu bồi thường thiệt hại.",Biện pháp nào sau đây KHÔNG được quy định trong Bộ luật dân sự về bảo vệ quyền sở hữu?,"{'A': 'Tự bảo vệ bằng biện pháp hợp pháp', 'B': 'Yêu cầu bồi thường thiệt hại', 'C': 'Tự ý cưỡng chế người xâm phạm', 'D': 'Yêu cầu chấm dứt hành vi cản trở'}",C
"Bộ luật dân sự
Biện pháp bảo vệ quyền sở hữu, quyền khác đối với tài sản
1. Chủ sở hữu, chủ thể có quyền khác đối với tài sản có quyền tự bảo vệ, ngăn chặn bất kỳ người nào có hành vi xâm phạm quyền của mình bằng những biện pháp không trái với quy định của pháp luật.
2. Chủ sở hữu, chủ thể có quyền khác đối với tài sản có quyền yêu cầu Tòa án, cơ quan nhà nước có thẩm quyền khác buộc người có hành vi xâm phạm quyền phải trả lại tài sản, chấm dứt hành vi cản trở trái pháp luật việc thực hiện quyền sở hữu, quyền khác đối với tài sản và yêu cầu bồi thường thiệt hại.","Khi bị xâm phạm quyền sở hữu, chủ sở hữu có thể yêu cầu cơ quan nhà nước có thẩm quyền thực hiện hành động nào?","{'A': 'Phạt tiền người xâm phạm', 'B': 'Bổ nhiệm người quản lý tài sản', 'C': 'Buộc người xâm phạm trả lại tài sản', 'D': 'Đề nghị người xâm phạm làm việc thiện'}",C
"Bộ luật dân sự
Biện pháp bảo vệ quyền sở hữu, quyền khác đối với tài sản
1. Chủ sở hữu, chủ thể có quyền khác đối với tài sản có quyền tự bảo vệ, ngăn chặn bất kỳ người nào có hành vi xâm phạm quyền của mình bằng những biện pháp không trái với quy định của pháp luật.
2. Chủ sở hữu, chủ thể có quyền khác đối với tài sản có quyền yêu cầu Tòa án, cơ quan nhà nước có thẩm quyền khác buộc người có hành vi xâm phạm quyền phải trả lại tài sản, chấm dứt hành vi cản trở trái pháp luật việc thực hiện quyền sở hữu, quyền khác đối với tài sản và yêu cầu bồi thường thiệt hại.",Trong tình huống nào chủ sở hữu tài sản KHÔNG được phép tự bảo vệ quyền lợi của mình?,"{'A': 'Khi hành vi xâm phạm là nghiêm trọng', 'B': 'Khi biện pháp tự bảo vệ có thể gây thiệt hại cho người khác', 'C': 'Khi người xâm phạm là người thân thích', 'D': 'Khi tài sản có giá trị cao'}",B
"Luật Chăn nuôi: Yêu cầu đối với giống vật nuôi và sản phẩm giống vật nuôi lưu thông trên thị trường
1. Đã công bố tiêu chuẩn áp dụng.
2. Có chất lượng phù hợp tiêu chuẩn công bố áp dụng.
3. Đáp ứng yêu cầu kiểm dịch theo quy định của pháp luật về thú y.","Theo Luật Chăn nuôi, yêu cầu nào sau đây là bắt buộc đối với giống vật nuôi lưu thông trên thị trường?","{'A': 'Công bố tiêu chuẩn áp dụng', 'B': 'Đảm bảo điều kiện vệ sinh an toàn thực phẩm', 'C': 'Được cấp giấy chứng nhận xuất xứ', 'D': 'Có nguồn gốc từ trang trại đạt tiêu chuẩn'}",A
"Luật Chăn nuôi: Yêu cầu đối với giống vật nuôi và sản phẩm giống vật nuôi lưu thông trên thị trường
1. Đã công bố tiêu chuẩn áp dụng.
2. Có chất lượng phù hợp tiêu chuẩn công bố áp dụng.
3. Đáp ứng yêu cầu kiểm dịch theo quy định của pháp luật về thú y.",Yêu cầu nào sau đây liên quan đến chất lượng của sản phẩm giống vật nuôi?,"{'A': 'Công bố tiêu chuẩn áp dụng', 'B': 'Đáp ứng yêu cầu kiểm dịch theo quy định thú y', 'C': 'Phù hợp với điều kiện khí hậu địa phương', 'D': 'Có chứng nhận xuất xứ rõ ràng'}",B
"Luật Chăn nuôi: Yêu cầu đối với giống vật nuôi và sản phẩm giống vật nuôi lưu thông trên thị trường
1. Đã công bố tiêu chuẩn áp dụng.
2. Có chất lượng phù hợp tiêu chuẩn công bố áp dụng.
3. Đáp ứng yêu cầu kiểm dịch theo quy định của pháp luật về thú y.",Yêu cầu nào sau đây không được nêu trong Luật Chăn nuôi về giống vật nuôi?,"{'A': 'Công bố tiêu chuẩn áp dụng', 'B': 'Đảm bảo an toàn sinh học', 'C': 'Đáp ứng yêu cầu kiểm dịch theo quy định thú y', 'D': 'Có nguồn gốc rõ ràng'}",B
"Luật Chăn nuôi: Yêu cầu đối với giống vật nuôi và sản phẩm giống vật nuôi lưu thông trên thị trường
1. Đã công bố tiêu chuẩn áp dụng.
2. Có chất lượng phù hợp tiêu chuẩn công bố áp dụng.
3. Đáp ứng yêu cầu kiểm dịch theo quy định của pháp luật về thú y.","Nếu một sản phẩm giống vật nuôi không qua kiểm dịch thú y, điều này vi phạm yêu cầu nào theo Luật Chăn nuôi?","{'A': 'Không công bố tiêu chuẩn áp dụng', 'B': 'Không đáp ứng yêu cầu kiểm dịch theo quy định thú y', 'C': 'Không có chứng nhận xuất xứ', 'D': 'Không đạt tiêu chuẩn chất lượng'}",B
"Luật Chăn nuôi: Yêu cầu đối với giống vật nuôi và sản phẩm giống vật nuôi lưu thông trên thị trường
1. Đã công bố tiêu chuẩn áp dụng.
2. Có chất lượng phù hợp tiêu chuẩn công bố áp dụng.
3. Đáp ứng yêu cầu kiểm dịch theo quy định của pháp luật về thú y.","Trong trường hợp nào sau đây, sản phẩm giống vật nuôi có thể bị thu hồi khỏi thị trường theo quy định của Luật Chăn nuôi?","{'A': 'Không công bố tiêu chuẩn áp dụng', 'B': 'Không đáp ứng yêu cầu kiểm dịch theo quy định thú y', 'C': 'Không có chứng nhận xuất xứ', 'D': 'Không đạt tiêu chuẩn chất lượng'}",A
"Bộ luật dân sự, Chuyển giao nghĩa vụ có biện pháp bảo đảm: Trường hợp nghĩa vụ có biện pháp bảo đảm được chuyển giao thì biện pháp bảo đảm đó chấm dứt, trừ trường hợp có thỏa thuận khác.","Theo quy định của Bộ luật dân sự, khi nghĩa vụ có biện pháp bảo đảm được chuyển giao thì biện pháp bảo đảm sẽ như thế nào?","{'A': 'Tiếp tục tồn tại theo nguyên trạng', 'B': 'Chấm dứt hiệu lực', 'C': 'Được chuyển giao theo cùng nghĩa vụ', 'D': 'Phải được cấp lại bởi người mới nhận nghĩa vụ'}",B
"Bộ luật dân sự, Chuyển giao nghĩa vụ có biện pháp bảo đảm: Trường hợp nghĩa vụ có biện pháp bảo đảm được chuyển giao thì biện pháp bảo đảm đó chấm dứt, trừ trường hợp có thỏa thuận khác.",Trường hợp nào được phép duy trì hiệu lực của biện pháp bảo đảm sau khi nghĩa vụ được chuyển giao?,"{'A': 'Khi người mới nhận nghĩa vụ đồng ý bằng văn bản', 'B': 'Khi có thỏa thuận khác giữa các bên', 'C': 'Khi cơ quan nhà nước đồng ý', 'D': 'Khi người bảo đảm tự nguyện tiếp tục cam kết'}",B
"Bộ luật dân sự, Chuyển giao nghĩa vụ có biện pháp bảo đảm: Trường hợp nghĩa vụ có biện pháp bảo đảm được chuyển giao thì biện pháp bảo đảm đó chấm dứt, trừ trường hợp có thỏa thuận khác.","Nếu nghĩa vụ được chuyển giao mà không có thỏa thuận khác, điều gì sẽ xảy ra với người bảo đảm?","{'A': 'Người bảo đảm vẫn phải chịu trách nhiệm theo nguyên trạng', 'B': 'Người bảo đảm được miễn trách nhiệm', 'C': 'Người bảo đảm chuyển giao trách nhiệm cho người mới nhận nghĩa vụ', 'D': 'Người bảo đảm phải chịu trách nhiệm bổ sung'}",B
"Bộ luật dân sự, Chuyển giao nghĩa vụ có biện pháp bảo đảm: Trường hợp nghĩa vụ có biện pháp bảo đảm được chuyển giao thì biện pháp bảo đảm đó chấm dứt, trừ trường hợp có thỏa thuận khác.","Giả sử A chuyển nhượng nghĩa vụ cho B mà không có thỏa thuận khác, điều gì sẽ xảy ra với biện pháp bảo đảm do C đảm bảo?","{'A': 'Biện pháp bảo đảm vẫn áp dụng cho B', 'B': 'Biện pháp bảo đảm chấm dứt hiệu lực', 'C': 'C phải tiếp tục bảo đảm cho B', 'D': 'C tự nguyện tiếp tục bảo đảm'}",B
"Bộ luật dân sự, Chuyển giao nghĩa vụ có biện pháp bảo đảm: Trường hợp nghĩa vụ có biện pháp bảo đảm được chuyển giao thì biện pháp bảo đảm đó chấm dứt, trừ trường hợp có thỏa thuận khác.",Phán quyết nào sau đây là đúng nhất dựa trên quy định về chuyển giao nghĩa vụ có biện pháp bảo đảm?,"{'A': 'Người bảo đảm phải chịu trách nhiệm cho cả nghĩa vụ gốc và nghĩa vụ chuyển giao', 'B': 'Chuyển giao nghĩa vụ làm thay đổi bản chất của biện pháp bảo đảm', 'C': 'Biện pháp bảo đảm chỉ chấm dứt nếu có sự đồng ý của người bảo đảm', 'D': 'Biện pháp bảo đảm chấm dứt trừ khi có thỏa thuận khác'}",D
"Luật Đất đai
Bảo đảm của Nhà nước đối với người sử dụng đất
1. Nhà nước bảo hộ quyền sử dụng đất và tài sản gắn liền với đất hợp pháp của người sử dụng đất.
2. Nhà nước không thừa nhận việc đòi lại đất đã được giao theo quy định của Nhà nước cho người khác sử dụng trong quá trình thực hiện chính sách đất đai của Nhà nước Việt Nam dân chủ cộng hòa, Chính phủ Cách mạng lâm thời Cộng hòa miền Nam Việt Nam và Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam.","Theo Điều 13 Luật Đất đai, Nhà nước bảo hộ quyền nào của người sử dụng đất?","{'A': 'Quyền sở hữu đất đai', 'B': 'Quyền sử dụng đất và tài sản gắn liền với đất', 'C': 'Quyền chuyển nhượng đất đai', 'D': 'Quyền thế chấp đất đai'}",B
