context,question,answer
"Luật Tố tụng hành chính: Thủ tục cấp, tống đạt hoặc thông báo văn bản tố tụng... phải ký nhận vào biên bản hoặc sổ giao nhận... thời điểm để tính thời hạn tố tụng là ngày họ được cấp, tống đạt hoặc thông báo văn bản tố tụng.","Nếu văn bản tố tụng được giao bằng bưu điện, thời hạn tính từ ngày gửi đi hay ngày nhận được đúng hay sai?",Sai
Luật Nhà ở - Hình thức huy động vốn để phát triển nhà ở,Chính phủ không có quyền quy định điều kiện cho từng hình thức huy động vốn phát triển nhà ở đúng hay sai?,Sai
"Bộ luật dân sự: Bồi thường thiệt hại do súc vật gây ra
1. Chủ sở hữu súc vật phải bồi thường thiệt hại do súc vật gây ra cho người khác. Người chiếm hữu, sử dụng súc vật phải bồi thường thiệt hại trong thời gian chiếm hữu, sử dụng súc vật, trừ trường hợp có thỏa thuận khác.
2. Trường hợp người thứ ba hoàn toàn có lỗi làm cho súc vật gây thiệt hại cho người khác thì người thứ ba phải bồi thường thiệt hại; nếu người thứ ba và chủ sở hữu cùng có lỗi thì phải liên đới bồi thường thiệt hại.
3. Trường hợp súc vật bị chiếm hữu, sử dụng trái pháp luật gây thiệt hại thì người chiếm hữu, sử dụng trái pháp luật phải bồi thường; khi chủ sở hữu, người chiếm hữu, sử dụng súc vật có lỗi trong việc để súc vật bị chiếm hữu, sử dụng trái pháp luật thì phải liên đới bồi thường thiệt hại.
4. Trường hợp súc vật thả rông theo tập quán mà gây thiệt hại thì chủ sở hữu súc vật đó phải bồi thường theo tập quán nhưng không được trái pháp luật, đạo đức xã hội.","Nếu người thứ ba không có lỗi trong việc khiến súc vật gây thiệt hại, thì chủ sở hữu súc vật phải bồi thường thiệt hại theo Điều 2 Bộ luật dân sự. đúng hay sai?",Sai
"Luật Giáo dục, Mục tiêu của giáo dục thường xuyên: ... nhằm phát huy năng lực cá nhân, hoàn thiện nhân cách, mở rộng hiểu biết, nâng cao trình độ học vấn, chuyên môn, nghiệp vụ để tìm việc làm, tự tạo việc làm và thích nghi với đời sống xã hội; góp phần xây dựng xã hội học tập.",Giáo dục thường xuyên chỉ áp dụng cho những người có trình độ học vấn cao đúng hay sai?,Sai
"Luật Tố tụng hành chính, Quyết định, hành vi trong tố tụng hành chính có thể bị khiếu nại
1. Cơ quan, tổ chức, cá nhân có quyền khiếu nại quyết định, hành vi trong tố tụng hành chính của cơ quan, người tiến hành tố tụng hành chính khi có căn cứ cho rằng quyết định, hành vi đó là trái pháp luật, xâm phạm quyền và lợi ích hợp pháp của mình.
2. Đối với bản án, quyết định sơ thẩm, phúc thẩm, giám đốc thẩm, tái thẩm của Tòa án nếu có kháng cáo, kháng nghị và các quyết định tố tụng khác do người tiến hành tố tụng hành chính ban hành nếu có khiếu nại, kiến nghị thì không giải quyết theo quy định của Chương này mà được giải quyết theo quy định của các chương tương ứng của Luật này.","Bản án, quyết định sơ thẩm, phúc thẩm của Tòa án có thể được khiếu nại theo quy định của Chương này. đúng hay sai?",Sai
Luật Căn cước - Quy định chuyển tiếp (Điều 1),"Thẻ căn cước công dân đã được cấp trước ngày Luật này có hiệu lực thi hành có giá trị sử dụng đến hết thời hạn được in trên thẻ, trừ trường hợp quy định tại khoản 3 Điều này. đúng hay sai?",Đúng
"Luật Tố tụng hành chính, Điều 1: Hỏi đương sự về việc thay đổi, bổ sung, rút yêu cầu
1. Chủ tọa phiên tòa hỏi người khởi kiện về việc thay đổi, bổ sung, rút một phần hoặc toàn bộ yêu cầu khởi kiện.
2. Chủ tọa phiên tòa hỏi người có quyền lợi, nghĩa vụ liên quan có yêu cầu độc lập về việc thay đổi, bổ sung, rút một phần hoặc toàn bộ yêu cầu độc lập.",Chủ tọa phiên tòa không cần hỏi người khởi kiện nếu yêu cầu khởi kiện được thay đổi trong thời hạn 5 ngày kể từ ngày mở phiên tòa đúng hay sai?,Sai
"Luật Đất đai: Bồi thường thiệt hại đối với đất thuộc hành lang bảo vệ an toàn công trình, khu vực bảo vệ, vành đai an toàn khi xây dựng công trình, khu vực có hành lang bảo vệ an toàn... người sử dụng đất được bồi thường thiệt hại do hạn chế khả năng sử dụng đất, thiệt hại tài sản gắn liền với đất theo quy định của Chính phủ.",Người sử dụng đất được bồi thường thiệt hại khi xây dựng công trình trong hành lang bảo vệ an toàn mà không thu hồi đất đúng quy định pháp luật đất đai đúng hay sai?,Đúng
Luật Cư trú - Điều chỉnh thông tin về cư trú trong Cơ sở dữ liệu về cư trú,"Đối với trường hợp thay đổi chủ hộ, cơ quan đăng ký cư trú phải điều chỉnh thông tin trong 03 ngày làm việc kể từ khi nhận hồ sơ đầy đủ và hợp lệ đúng hay sai?",Đúng
"Luật Tố tụng hành chính - Nhiệm vụ, quyền hạn của Thẩm phán","Thẩm phán có nhiệm vụ tổ chức phiên tòa, phiên họp để giải quyết vụ án hành chính theo quy định của Luật này đúng hay sai?",Đúng
"Luật Giáo dục: Chính sách ưu đãi đối với trường dân lập, trường tư thục
1. Trường dân lập, trường tư thục được Nhà nước giao hoặc cho thuê đất, giao hoặc cho thuê cơ sở vật chất, hỗ trợ ngân sách khi thực hiện nhiệm vụ do Nhà nước đặt hàng, được hưởng các chính sách ưu đãi về thuế và tín dụng; được Nhà nước bảo đảm kinh phí để thực hiện chính sách đối với người học quy định tại Điều 85 của Luật này.
2. Chính phủ quy định chi tiết Điều này.",Trường tư thục được miễn thuế toàn bộ mà không cần điều kiện đúng hay sai?,Sai
"Luật Giao dịch điện tử, Điều 14: Dịch vụ chứng thực thông điệp dữ liệu bao gồm: 1. Dịch vụ lưu trữ và xác nhận tính toàn vẹn của thông điệp dữ liệu; 2. Dịch vụ gửi, nhận thông điệp dữ liệu bảo đảm.",Dịch vụ chứng thực thông điệp dữ liệu bao gồm cả việc gửi và nhận thông điệp dữ liệu không bảo đảm đúng hay sai?,Sai
"Luật Tố tụng hành chính, Điều 215 và Điều 216 về chế độ xét xử sơ thẩm, phúc thẩm và thủ tục xem xét lại bản án",Bản án sơ thẩm có thể bị kháng cáo theo quy định của Luật này đúng hay sai?,Đúng
"Luật Tài nguyên nước - Ưu đãi, hỗ trợ đối với hoạt động quản lý, bảo vệ, điều hoà, phân phối, phục hồi, phát triển, khai thác, sử dụng tài nguyên nước, phòng, chống và khắc phục tác hại do nước gây ra","Tổ chức, cá nhân được hưởng ưu đãi khi cung cấp nước sinh hoạt cho người dân ở vùng đồng bào dân tộc mà không phải là vùng khan hiếm nước đúng hay sai?",Sai
"Luật Khám bệnh, chữa bệnh; Quản lý chất thải y tế và bảo vệ môi trường trong cơ sở khám bệnh, chữa bệnh; Cơ sở khám bệnh, chữa bệnh có trách nhiệm thực hiện quản lý chất thải y tế, bảo vệ môi trường trong cơ sở khám bệnh, chữa bệnh theo quy định của pháp luật về bảo vệ môi trường.","Cơ sở khám bệnh, chữa bệnh chỉ có trách nhiệm quản lý chất thải y tế mà không cần thực hiện bảo vệ môi trường đúng hay sai?",Sai
Luật Viễn thông - Các hành vi bị nghiêm cấm trong hoạt động viễn thông,Việc lợi dụng hoạt động viễn thông nhằm chống lại Nhà nước là hành vi bị nghiêm cấm theo Điều 1 của Luật Viễn thông đúng hay sai?,Đúng
Luật Du lịch - Nguyên tắc lập quy hoạch về du lịch,Quy hoạch du lịch phải phù hợp với chiến lược phát triển kinh tế - xã hội của đất nước đúng hay sai?,Đúng
"Luật Tố tụng hành chính
Bản án phúc thẩm
1. Hội đồng xét xử phúc thẩm ra bản án phúc thẩm nhân danh nước Cộng hoà xã hội chủ nghĩa Việt Nam.
2. Bản án phúc thẩm gồm có:
a) Phần mở đầu;
b) Phần nội dung vụ án, kháng cáo, kháng nghị và nhận định;
c) Phần quyết định.
3. Trong phần mở đầu phải ghi rõ tên của Tòa án xét xử phúc thẩm; số và ngày thụ lý vụ án; số bản án và ngày tuyên án; họ, tên của các thành viên Hội đồng xét xử, Thư ký phiên tòa, Kiểm sát viên, người giám định, người phiên dịch; tên, địa chỉ của người khởi kiện, người bị kiện, người có quyền lợi, nghĩa vụ liên quan, cơ quan, tổ chức khởi kiện; người đại diện hợp pháp, người bảo vệ quyền và lợi ích hợp pháp của họ; người kháng cáo, Viện kiểm sát kháng nghị; xét xử công khai hoặc xét xử kín; thời gian và địa điểm xét xử.
4. Trong phần nội dung vụ án, kháng cáo, kháng nghị và nhận định phải tóm tắt nội dung vụ án, quyết định của Tòa án cấp sơ thẩm; nội dung kháng cáo, kháng nghị.
Tòa án phải căn cứ vào kết quả tranh tụng, các chứng cứ đã được xem xét tại phiên tòa để phân tích, đánh giá, nhận định về kháng cáo, kháng nghị, các tình tiết của vụ án, việc giải quyết, xét xử của Tòa án cấp sơ thẩm, những căn cứ pháp luật, án lệ (nếu có) mà Tòa án áp dụng để chấp nhận hoặc không chấp nhận kháng cáo, kháng nghị và giải quyết các vấn đề khác có liên quan.
5. Trong phần quyết định phải ghi rõ các căn cứ pháp luật, quyết định của Hội đồng xét xử về từng vấn đề phải giải quyết trong vụ án, về áp dụng biện pháp khẩn cấp tạm thời, về án phí sơ thẩm, phúc thẩm, chi phí tố tụng (nếu có).
6. Khi xét xử lại vụ án mà bản án, quyết định đã bị hủy một phần hoặc toàn bộ theo quyết định giám đốc thẩm, tái thẩm, Tòa án phải giải quyết vấn đề tài sản, nghĩa vụ đã được thi hành theo bản án, quyết định có hiệu lực pháp luật nhưng bị hủy.
7. Bản án phúc thẩm có hiệu lực pháp luật kể từ ngày tuyên án.","Khi xét xử lại vụ án mà bản án, quyết định đã bị hủy một phần hoặc toàn bộ theo quyết định giám đốc thẩm, tái thẩm, Tòa án phải giải quyết vấn đề tài sản, nghĩa vụ đã được thi hành theo bản án, quyết định có hiệu lực pháp luật nhưng bị hủy. đúng hay sai?",Sai
"Luật Viên chức, Phương thức tuyển dụng: Việc tuyển dụng viên chức được thực hiện thông qua thi tuyển hoặc xét tuyển.",Một người muốn trở thành viên chức có thể lựa chọn giữa hình thức thi tuyển và xét tuyển đúng hay sai?,Đúng
"Hiến pháp: 1. Hội đồng nhân dân, Uỷ ban nhân dân thực hiện chế độ thông báo tình hình của địa phương cho Mặt trận Tổ quốc Việt Nam và các đoàn thể nhân dân, lắng nghe ý kiến, kiến nghị của các tổ chức này về xây dựng chính quyền và phát triển kinh tế - xã hội ở địa phương; phối hợp với Mặt trận Tổ quốc Việt Nam và các đoàn thể nhân dân động viên Nhân dân cùng Nhà nước thực hiện các nhiệm vụ kinh tế - xã hội, quốc phòng, an ninh ở địa phương. 2. Chủ tịch Uỷ ban Mặt trận Tổ quốc Việt Nam và người đứng đầu tổ chức chính trị - xã hội ở địa phương được mời tham dự các kỳ họp Hội đồng nhân dân và được mời tham dự hội nghị Uỷ ban nhân dân cùng cấp khi bàn các vấn đề có liên quan.",Chủ tịch Uỷ ban Mặt trận Tổ quốc Việt Nam được mời tham dự tất cả các kỳ họp Hội đồng nhân dân đúng hay sai?,Sai
"Bộ luật dân sự
Xác lập quyền sở hữu đối với gia cầm bị thất lạc
1. Trường hợp gia cầm của một người bị thất lạc mà người khác bắt được thì người bắt được phải thông báo công khai để chủ sở hữu gia cầm biết mà nhận lại. Sau 01 tháng, kể từ ngày thông báo công khai mà không có người đến nhận thì quyền sở hữu đối với gia cầm và hoa lợi do gia cầm sinh ra trong thời gian nuôi giữ thuộc về người bắt được gia cầm.
2. Trường hợp chủ sở hữu được nhận lại gia cầm bị thất lạc thì phải thanh toán tiền công nuôi giữ và chi phí khác cho người bắt được gia cầm. Trong thời gian nuôi giữ gia cầm bị thất lạc, người bắt được gia cầm được hưởng hoa lợi do gia cầm sinh ra và phải bồi thường thiệt hại nếu có lỗi cố ý làm chết gia cầm.","Theo Điều 2 Bộ luật dân sự, người bắt được gia cầm bị thất lạc có quyền hưởng toàn bộ hoa lợi do gia cầm sinh ra trong thời gian nuôi giữ. đúng hay sai?",Sai
Luật Chăn nuôi - Trách nhiệm của Ủy ban nhân dân các cấp,Ủy ban nhân dân cấp xã có trách nhiệm tổ chức thực hiện việc kê khai hoạt động chăn nuôi trên địa bàn đúng hay sai?,Đúng
Luật Đất đai - Tích tụ đất nông nghiệp,Việc tích tụ đất nông nghiệp được thực hiện thông qua phương thức nhận chuyển nhượng quyền sử dụng đất nông nghiệp và nhận góp vốn bằng quyền sử dụng đất nông nghiệp đúng hay sai?,Đúng
Luật Giao dịch điện tử: Các hành vi bị nghiêm cấm trong giao dịch điện tử (khoản 1 đến 8),"Việc thu thập thông điệp dữ liệu trái pháp luật chỉ bị xử lý theo quy định tại Điều 1, khoản 3 của Luật Giao dịch điện tử đúng hay sai?",Sai
"Bộ luật dân sự, Bồi thường thiệt hại do người thi hành công vụ gây ra: Nhà nước có trách nhiệm bồi thường thiệt hại do hành vi trái pháp luật của người thi hành công vụ gây ra theo quy định của Luật trách nhiệm bồi thường của Nhà nước.",Một cán bộ công an gây tai nạn giao thông trong khi thực hiện nhiệm vụ hành chính thì Nhà nước phải bồi thường thiệt hại cho người bị hại. đúng hay sai?,Sai
"Luật Cư trú: Nơi cư trú của vợ, chồng là nơi vợ, chồng thường xuyên chung sống. Vợ, chồng có thể có nơi cư trú khác nhau theo thỏa thuận hoặc theo quy định của pháp luật có liên quan.","Nơi cư trú của vợ, chồng là nơi họ thường xuyên chung sống đúng hay sai?",Đúng
"Luật Bảo vệ quyền lợi người tiêu dùng - Trách nhiệm công khai, gỡ bỏ thông tin cảnh báo người tiêu dùng trong giao dịch trên không gian mạng","Tổ chức, cá nhân vi phạm pháp luật về bảo vệ quyền lợi người tiêu dùng bị xử lý bởi cơ quan nước ngoài có trách nhiệm cung cấp thông tin cho Bộ Công Thương đúng hay sai?",Sai
"Luật Tố tụng hành chính: Tuyên án; Hội đồng xét xử tuyên đọc bản án có mặt các đương sự. Trường hợp đương sự có mặt tại phiên tòa nhưng vắng mặt khi tuyên án hoặc vắng mặt theo quy định tại khoản 5 Điều 191 của Luật này thì Hội đồng xét xử vẫn tuyên đọc bản án. Trường hợp xét xử kín theo quy định tại khoản 2 Điều 16 của Luật này thì Hội đồng xét xử tuyên công khai phần mở đầu và phần quyết định của bản án. Khi tuyên án, mọi người trong phòng xử án phải đứng dậy, trừ trường hợp đặc biệt có sự đồng ý của Chủ tọa phiên tòa. Chủ tọa phiên tòa hoặc một thành viên khác của Hội đồng xét xử tuyên đọc bản án và có thể giải thích thêm về việc thi hành bản án và quyền kháng cáo. Trường hợp có đương sự không biết tiếng Việt thì sau khi tuyên án, người phiên dịch phải dịch cho họ nghe toàn bộ bản án sang ngôn ngữ mà họ biết.",Người phiên dịch phải dịch toàn bộ bản án sang ngôn ngữ mà đương sự không biết tiếng Việt trong mọi trường hợp. đúng hay sai?,Đúng
Bộ luật dân sự: Nghĩa vụ của bên nhận cầm cố (Điều 345),Bên nhận cầm cố có quyền cho thuê tài sản cầm cố mà không cần thông báo cho bên cầm cố đúng hay sai?,Sai
"Luật Trọng tài thương mại: Hoạt động của Chi nhánh, Văn phòng đại diện của Tổ chức trọng tài nước ngoài tại Việt Nam được thực hiện theo quy định của pháp luật Việt Nam và điều ước quốc tế mà Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên. Chính phủ quy định chi tiết thủ tục thành lập, đăng ký và chấm dứt hoạt động của Chi nhánh, Văn phòng đại diện của Tổ chức trọng tài nước ngoài tại Việt Nam.","Hoạt động của Chi nhánh, Văn phòng đại diện của Tổ chức trọng tài nước ngoài tại Việt Nam được thực hiện theo quy định của pháp luật Việt Nam và điều ước quốc tế mà Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên. đúng hay sai?",Đúng
"Bộ luật Dân sự
Địa điểm thực hiện nghĩa vụ
1. Địa điểm thực hiện nghĩa vụ do các bên thoả thuận.
2. Trường hợp không có thoả thuận thì địa điểm thực hiện nghĩa vụ được xác định như sau:
a) Nơi có bất động sản, nếu đối tượng của nghĩa vụ là bất động sản;
b) Nơi cư trú hoặc trụ sở của bên có quyền, nếu đối tượng của nghĩa vụ không phải là bất động sản.
Khi bên có quyền thay đổi nơi cư trú hoặc trụ sở thì phải báo cho bên có nghĩa vụ và phải chịu chi phí tăng lên do việc thay đổi nơi cư trú hoặc trụ sở, trừ trường hợp có thoả thuận khác.","Đối với nghĩa vụ liên quan đến bất động sản, địa điểm thực hiện nghĩa vụ luôn được xác định tại nơi có bất động sản, bất kể có thoả thuận hay không đúng hay sai?",Đúng
"Luật Tố tụng hành chính: Thay đổi, hủy bỏ biện pháp khẩn cấp tạm thời
1. Theo yêu cầu của đương sự, Tòa án xem xét, quyết định thay đổi biện pháp khẩn cấp tạm thời đang được áp dụng khi xét thấy không còn phù hợp mà cần thiết phải thay đổi bằng biện pháp khẩn cấp tạm thời khác.
2. Tòa án ra quyết định hủy bỏ biện pháp khẩn cấp tạm thời đã được áp dụng khi thuộc một trong các trường hợp sau đây: a) Người yêu cầu áp dụng biện pháp khẩn cấp tạm thời đề nghị hủy bỏ biện pháp khẩn cấp tạm thời đã được áp dụng; b) Căn cứ của việc áp dụng biện pháp khẩn cấp tạm thời không còn; c) Vụ án đã được giải quyết bằng bản án, quyết định của Tòa án đã có hiệu lực pháp luật; d) Các trường hợp Tòa án trả lại đơn khởi kiện theo quy định của Luật này; đ) Vụ án được đình chỉ theo quy định tại Điều 143 của Luật này.
3. Thủ tục thay đổi, hủy bỏ biện pháp khẩn cấp tạm thời được thực hiện theo quy định tại Điều 73 của Luật này.","Thủ tục thay đổi, hủy bỏ biện pháp khẩn cấp tạm thời được thực hiện theo quy định tại Điều 74 của Luật này đúng hay sai?",Sai
Luật Tố tụng hành chính: Chuẩn bị phiên tòa giám đốc thẩm... Bản thuyết trình phải được gửi cho các thành viên Hội đồng xét xử giám đốc thẩm chậm nhất là 07 ngày trước ngày mở phiên tòa giám đốc thẩm.,Bản thuyết trình trong phiên tòa giám đốc thẩm phải được gửi cho các thành viên Hội đồng xét xử chậm nhất là 07 ngày trước ngày mở phiên tòa đúng hay sai?,Đúng
Luật Cư trú: Nơi cư trú của người được giám hộ là nơi cư trú của người giám hộ. Người được giám hộ có thể có nơi cư trú khác với nơi cư trú của người giám hộ nếu được người giám hộ đồng ý hoặc pháp luật có quy định.,"Nếu người giám hộ đồng ý, người được giám hộ có thể chọn nơi cư trú khác. đúng hay sai?",Đúng
"Luật Phòng, chống tác hại của rượu, bia; Sửa đổi, bổ sung quy định của một số luật khác; 1. Sửa đổi, bổ sung khoản 8 Điều 8 của Luật Giao thông đường bộ số 23/2008/QH12; 2. Sửa đổi, bổ sung khoản 8 Điều 8 của Luật Giao thông đường thủy nội địa số 23/2004/QH11; 3. Thay thế cụm từ tại Luật Thương mại số 36/2005/QH11.","Một người lái xe trên đường bộ có nồng độ cồn trong máu là 0,15% không bị xử lý theo quy định của Luật Giao thông đường bộ đúng hay sai?",Sai
"Bảo vệ quyền, nghĩa vụ về nhân thân của vợ, chồng
Quyền, nghĩa vụ về nhân thân của vợ, chồng quy định tại Luật này, Bộ luật dân sự và các luật khác có liên quan được tôn trọng và bảo vệ.","Quyền và nghĩa vụ về nhân thân của vợ, chồng chỉ được bảo vệ theo quy định của Luật Hôn nhân và gia đình mà không liên quan đến Bộ luật dân sự đúng hay sai?",Sai
"Luật Trọng tài thương mại: Thành phần Hội đồng trọng tài
1. Thành phần Hội đồng trọng tài có thể bao gồm một hoặc nhiều Trọng tài viên theo sự thỏa thuận của các bên.
2. Trường hợp các bên không có thoả thuận về số lượng Trọng tài viên thì Hội đồng trọng tài bao gồm ba Trọng tài viên.",Nếu các bên thỏa thuận chọn ba Trọng tài viên thì Hội đồng trọng tài có thể gồm ba hoặc nhiều hơn đúng hay sai?,Đúng
"Luật Đường bộ: Hoạt động vận tải người bệnh bằng xe ô tô cứu thương
1. Dịch vụ vận tải người bệnh là việc tổ chức, cá nhân sử dụng xe ô tô cứu thương có thiết bị y tế chuyên dùng để vận tải người bệnh cấp cứu hoặc vận tải người bệnh.
2. Cơ sở khám bệnh, chữa bệnh, tổ chức, cá nhân cung cấp dịch vụ vận tải người bệnh và sử dụng xe ô tô cứu thương để vận tải người bệnh phải đáp ứng điều kiện theo quy định của pháp luật về khám bệnh, chữa bệnh và quy định khác của pháp luật có liên quan.
3. Xe ô tô cứu thương vận tải người bệnh phải có dấu hiệu nhận diện, niêm yết thông tin, lắp thiết bị giám sát hành trình, thiết bị ghi nhận hình ảnh người lái xe theo quy định của pháp luật về trật tự, an toàn giao thông đường bộ và quy định khác của pháp luật có liên quan.",Dịch vụ vận tải người bệnh là việc sử dụng xe ô tô cứu thương có thiết bị y tế chuyên dùng để vận tải người bệnh cấp cứu đúng hay sai?,Đúng
Bộ luật dân sự - Chương V: Giám sát việc giám hộ,"Người thân thích của người được giám hộ bao gồm vợ, chồng, cha, mẹ, con, ông, bà, anh ruột, chị ruột, em ruột, bác ruột, chú ruột, cậu ruột, cô ruột, dì ruột theo thứ tự đó đúng hay sai?",Đúng
"Bộ luật dân sự: Căn cứ phát sinh trách nhiệm bồi thường thiệt hại
1. Người nào có hành vi xâm phạm tính mạng, sức khoẻ, danh dự, nhân phẩm, uy tín, tài sản, quyền, lợi ích hợp pháp khác của người khác mà gây thiệt hại thì phải bồi thường, trừ trường hợp Bộ luật này, luật khác có liên quan quy định khác.
2. Người gây thiệt hại không phải chịu trách nhiệm bồi thường thiệt hại trong trường hợp thiệt hại phát sinh là do sự kiện bất khả kháng hoặc hoàn toàn do lỗi của bên bị thiệt hại, trừ trường hợp có thỏa thuận khác hoặc luật có quy định khác.
3. Trường hợp tài sản gây thiệt hại thì chủ sở hữu, người chiếm hữu tài sản phải chịu trách nhiệm bồi thường thiệt hại, trừ trường hợp thiệt hại phát sinh theo quy định tại khoản 2 Điều này.","Trường hợp thiệt hại phát sinh do sự kiện bất khả kháng hoặc hoàn toàn do lỗi của bên bị thiệt hại, người gây thiệt hại không phải chịu trách nhiệm bồi thường, trừ khi có thỏa thuận khác. đúng hay sai?",Đúng
"Luật Trồng trọt: Sử dụng và bảo vệ đất trong canh tác
1. Cơ quan quản lý chuyên ngành về trồng trọt của địa phương, khi xác định cơ cấu cây trồng, phải căn cứ vào tính chất lý, hóa học của đất, đặc tính sinh học của cây trồng, trình độ phát triển của khoa học và công nghệ.
2. Các vùng đất chuyên trồng lúa nước, trồng rau, trồng cây ăn quả lâu năm, cây công nghiệp lâu năm và cây cảnh được Ủy ban nhân dân cấp tỉnh quy hoạch sử dụng ổn định, phù hợp với định hướng phát triển kinh tế và định kỳ đánh giá chất lượng đất để có biện pháp cải tạo, sử dụng bền vững.",Các vùng đất trồng lúa nước phải được đánh giá chất lượng đất hàng năm để có biện pháp cải tạo đúng hay sai?,Sai
"Luật Tố tụng hành chính: Xử lý tiền tạm ứng án phí, án phí, lệ phí thu được
1. Toàn bộ án phí, lệ phí thu được phải nộp đầy đủ, kịp thời vào ngân sách nhà nước tại kho bạc nhà nước.
2. Tiền tạm ứng án phí được nộp cho cơ quan thi hành án có thẩm quyền để gửi vào tài khoản tạm giữ mở tại kho bạc nhà nước và được rút ra để thi hành án theo quyết định của Tòa án.
3. Người đã nộp tiền tạm ứng án phí thì ngay sau khi bản án, quyết định của Tòa án có hiệu lực thi hành, số tiền tạm ứng đã thu được phải được nộp vào ngân sách nhà nước.
Trường hợp người đã nộp tiền tạm ứng án phí được hoàn trả một phần hoặc toàn bộ số tiền đã nộp theo bản án, quyết định của Tòa án thì cơ quan thi hành án đã thu tiền tạm ứng án phí phải làm thủ tục trả lại tiền cho họ.
4. Trường hợp việc giải quyết vụ án hành chính bị tạm đình chỉ thì tiền tạm ứng án phí đã nộp được xử lý khi vụ án được tiếp tục giải quyết.",Tiền tạm ứng án phí được nộp trực tiếp vào ngân sách nhà nước mà không qua tài khoản tạm giữ đúng hay sai?,Sai
"Luật Du lịch: Hồ sơ, trình tự, thủ tục, thẩm quyền công nhận điểm du lịch",Hồ sơ đề nghị công nhận điểm du lịch bắt buộc phải có bản thuyết minh về điều kiện công nhận theo khoản 1 Điều 23 của Luật này đúng hay sai?,Đúng
"Luật Bảo vệ môi trường: Giải quyết bồi thường thiệt hại về môi trường
1. Bồi thường thiệt hại về môi trường được giải quyết thông qua thương lượng giữa các bên. Trong trường hợp không thương lượng được, các bên có thể lựa chọn giải quyết thông qua các hình thức sau đây: a) Hòa giải; b) Giải quyết tranh chấp bằng trọng tài; c) Giải quyết tranh chấp bằng Tòa án.
2. Việc giải quyết tại Tòa án được thực hiện theo quy định về bồi thường thiệt hại dân sự ngoài hợp đồng và pháp luật về tố tụng dân sự, trừ các quy định về việc chứng minh mối quan hệ nhân quả giữa hành vi vi phạm pháp luật và thiệt hại xảy ra. Việc chứng minh mối quan hệ nhân quả giữa hành vi vi phạm pháp luật về môi trường và thiệt hại xảy ra thuộc trách nhiệm của tổ chức, cá nhân vi phạm, gây ô nhiễm về môi trường.","Nếu không thương lượng được, các bên có thể lựa chọn giải quyết thông qua hòa giải, trọng tài, hoặc tòa án đúng hay sai?",Đúng
"Bộ luật dân sự
Nghĩa vụ của bên cho vay
1. Giao tài sản cho bên vay đầy đủ, đúng chất lượng, số lượng vào thời điểm và địa điểm đã thoả thuận.
2. Bồi thường thiệt hại cho bên vay, nếu bên cho vay biết tài sản không bảo đảm chất lượng mà không báo cho bên vay biết, trừ trường hợp bên vay biết mà vẫn nhận tài sản đó.
3. Không được yêu cầu bên vay trả lại tài sản trước thời hạn, trừ trường hợp quy định tại Điều 470 của Bộ luật này hoặc luật khác có liên quan quy định khác.",Bên cho vay có thể yêu cầu bên vay trả lại tài sản trước thời hạn nếu không có quy định nào trong Bộ luật dân sự hoặc luật khác liên quan. đúng hay sai?,Sai
"Luật Bảo vệ môi trường: Ký quỹ bảo vệ môi trường; Điều 1, khoản 1-5","Tổ chức, cá nhân khai thác khoáng sản, chôn lấp chất thải và xử lý rác thải công nghiệp phải ký quỹ bảo vệ môi trường đúng hay sai?",Sai
"Luật Giáo dục, Ngày Nhà giáo Việt Nam, Ngày 20 tháng 11 hằng năm là ngày Nhà giáo Việt Nam.","Nếu một trường học tổ chức hoạt động tri ân giáo viên vào ngày 20 tháng 11, thì đây là đúng theo quy định của Luật Giáo dục đúng hay sai?",Đúng
"Luật Chăn nuôi, Điều 53: Chăn nuôi trang trại phải đáp ứng các điều kiện... có khoảng cách an toàn... Bộ trưởng Bộ Nông nghiệp và Phát triển nông thôn quy định khoảng cách an toàn...",Một trang trại chăn nuôi cách nhà ở 100 mét có đáp ứng yêu cầu về khoảng cách an toàn theo quy định của pháp luật. đúng hay sai?,Sai
Luật Đất đai - Phân loại đất,Đất chưa sử dụng là loại đất được giao cho người sử dụng nhưng chưa xác định mục đích sử dụng đúng hay sai?,Sai
"Bộ luật dân sự: Nghĩa vụ của người giám hộ đối với người được giám hộ từ đủ mười lăm tuổi đến chưa đủ mười tám tuổi
1. Đại diện cho người được giám hộ trong các giao dịch dân sự, trừ trường hợp pháp luật quy định người từ đủ mười lăm tuổi đến chưa đủ mười tám tuổi có thể tự mình xác lập, thực hiện giao dịch dân sự.
2. Quản lý tài sản của người được giám hộ, trừ trường hợp pháp luật có quy định khác.
3. Bảo vệ quyền, lợi ích hợp pháp của người được giám hộ.","Người giám hộ có nghĩa vụ bảo vệ quyền lợi của người được giám hộ, kể cả khi người được giám hộ tự ý làm mất tài sản. đúng hay sai?",Đúng
"Luật Đất đai quy định chuyển tiếp về quy hoạch, kế hoạch sử dụng đất khi Luật này có hiệu lực thi hành",Các quy hoạch tỉnh thời kỳ 2021 - 2030 được phê duyệt trước ngày Luật có hiệu lực thi hành được điều chỉnh theo quy định tại Điều 72 của Luật Đất đai đúng hay sai?,Sai
